LIBID,LIBNAME,ADDRESS,CITY,ZIP1,ZIP2,PHONE,POPU,CENTLIB,BRANLIB,BKMOB,MASTER,LIBRARIAN,OTHPAID,TOTPEMP,LOCGVT,STGVT,FEDGVT,OTHINCM,TOTINCM,SALARIES,BENEFIT,TOTEXP,TOTEXPCOL,OTHOPEXP,TOTOPEXP1,CAPITAL,BKVOL,AUDIO,VIDEO,SUBSCRIPT,DUPLI,ATTEND,REFERENCE,TOTCIR,LOANTO,LOANFM,KIDCIRCL,KIDATTEND,C_RELATN,C_LEGBASE,C_ADMIN,CNTY,POPU_UNDUP,FSCSKEY,STABR,PUB_FIPS,YR,OBEREG,RSTATUS,IMP0,IMP1,IMP2,IMP3,IMP4,IMP5,IMP6,IMP7,IMP8,IMP9,IMP10,IMP11,IMP12,IMP13,IMP14,IMP15,IMP16,IMP17,IMP18,IMP19,IMP20,IMP21,IMP22,IMP23,FILLER,IMP25,IMP26,IMP27,IMP28,IMP29,IMP30,IMP31,IMP32
PRO,Providence Public Library,225 Washington St,Providence,02903,3283,4014558000,160728,1,8,0,34.45,38.2,90.55,128.75,2512824,32226,62762,1314956,3922768,2539958,439121,2979079,590443,657989,4227511,0,1127366,11452,2852,1200,14924,605384,134628,605857,30935,17482,166632,32748,HQ,NP,MO,Providence,113185,RI0036,RI,44,95,01,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
KNI,Knight Memorial Library,275 Elmwood Avenue,Providence,02907,1597,4014558102,160728,1,0,0,3.19,3.19,4.08,7.27,66726,6138,0,424733,497597,149379,29612,178991,29634,118432,327057,0,72500,125,50,104,2392,54756,9516,60283,2258,2164,24200,8343,ME,NP,SO,Providence,113185,RI0037,RI,44,95,01,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
CLA,Clark Memorial Library,"Box 8, 7 Pinehurst Drive",Richmond,02812,0008,4013646100,5351,1,0,0,0,0.5,0.83,1.33,30000,0,0,34179,64179,,,,7469,,65692,0,15304,150,303,29,1456,14300,6240,27992,16,206,14654,1166,NO,NP,SO,Washington,3768,RI0038,RI,44,95,01,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
HPE,Hope Library,"Box 217, 374 North Road",Scituate,02831,1245,4018217910,9796,1,0,0,0.88,0.88,1.95,2.83,80839,1420,400,9204,91863,58011,6118,64129,9682,22090,95901,0,17319,182,525,57,1508,16900,3640,28248,1143,2239,10192,1050,NO,NP,SO,Providence,6898,RI0039,RI,44,95,01,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
SCI,North Scituate Public Library,Greenville Road,Scituate,02857,9320,4016475133,9796,1,0,0,0.88,0.88,2.03,2.9,86185,1394,452,10945,98976,58929,6548,65477,15097,21774,102348,0,35095,500,800,95,1456,27248,2860,45729,350,794,14182,1158,NO,NP,SO,Providence,6898,RI0040,RI,44,95,01,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
SMI,East Smithfield Public Library,50 Esmond Street,Smithfield,02917,2930,4012315150,19163,1,0,0,0,1.85,2.24,4.09,156221,4215,0,4482,164918,93219,11953,105172,32761,28983,166916,0,43653,1114,740,90,2496,40560,2392,40583,2794,1422,17613,665,NO,NP,SO,Providence,13495,RI0041,RI,44,95,01,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
GVL,Greenville Public Library,573 Putnam Pike,Smithfield,02828,2195,4019493630,19163,1,0,0,3.53,3.53,5.8,9.32,350000,5587,0,26271,381858,210875,26405,237280,43548,91604,372432,0,54197,1563,1157,194,2652,123136,9776,152630,5474,6881,52202,1257,NO,NP,SO,Providence,13495,RI0042,RI,44,95,01,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
SKI,South Kingstown Public Library,1057 Kingstown Road,Peace Dale,02883,2444,4017891555,24631,1,2,0,4.9,5.4,8.2,13.6,310089,6785,0,92666,409540,290161,0,290161,50747,77506,418414,266387,58321,1369,1049,246,6604,88522,10868,184084,1097,3053,67186,5207,NO,CI,MO,Washington,17345,RI0043,RI,44,95,01,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 7, 0, 0, 0, 0, 0, 0, 0
TIV,Tiverton Library Services,238 Highland Road,Tiverton,02878,4412,4016256796,14312,1,2,0,0.88,0.88,5.09,5.96,135262,2260,0,11153,148675,108863,0,108863,19710,18873,147446,0,65043,127,425,40,3380,54600,0,56900,1716,2534,18728,3340,NO,CI,MO,Newport,10079,RI0044,RI,44,95,01,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 2, 0, 0, 0,10, 0, 0
WRR,George Hail Library,530 Main Street,Warren,02285,4368,4012457895,11385,1,0,0,0.95,1.9,1.68,3.58,76500,1537,0,46276,124313,67197,15295,82492,16646,25162,124300,0,28901,280,365,64,2600,28515,0,31732,1141,1406,14653,3190,NO,NP,SO,Bristol,8017,RI0045,RI,44,95,01,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 7, 1, 0, 0, 0, 0, 0, 0
WAR,Warwick Public Library,600 Sandy Lane,Warwick,02886,3998,4017395440,85427,1,3,0,10.44,10.44,22.5,32.94,1285864,23267,0,0,1309131,945497,0,945497,161050,202504,1309051,0,208889,1557,2727,498,7280,395252,70928,456120,6860,3841,139521,11379,NO,CI,MO,Kent,60158,RI0046,RI,44,95,01,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0,10, 0, 0
WPO,Pontiac Free Library,101 Greenwich Avenue,Warwick,02886,1280,4017373292,85427,1,0,0,0,0.69,1.13,1.81,0,1223,2063,41948,45234,,,,7097,,42206,3993,15182,43,86,44,1430,11908,884,9342,126,23,2331,356,NO,NP,SO,Kent,60158,RI0047,RI,44,95,01,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
LOU,Louttit Memorial Library,Victory Highway,West Greenwich,02817,9999,4013973434,3492,1,0,0,0,1,1,2,39891,893,391,15756,56931,,,,10611,,54976,16846,19541,254,197,50,-1,11023,1656,26273,102,316,8521,494,NO,NP,SO,Kent,2459,RI0048,RI,44,95,01,4, 0, 0, 0, 0, 5, 5,11, 5, 5, 5, 5,11,11,99,99,99, 5,99,11,11, 5, 5, 5, 5,, 7, 5, 5, 5, 5,10,10, 0
WWA,West Warwick Public Library System,1043 Main St.,West Warwick,02893,3693,4018283750,29268,1,0,0,3.5,3.5,11.43,14.93,404947,9321,0,52004,466272,250982,56677,307659,37145,122140,466944,2787,69552,1068,1559,129,3120,156000,6032,106729,1322,377,37743,4006,NO,CI,SO,Kent,20611,RI0049,RI,44,95,01,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
WES,Westerly Public Library,38 Broad Street,Westerly,02891,1856,4015962877,21605,1,0,0,3.73,4.6,14.4,19,276000,4612,0,548211,828823,375871,73945,449816,50021,325136,824973,0,174865,3774,1713,450,3328,221000,31980,204962,6540,6350,60982,4318,NO,NP,SO,Washington,15214,RI0050,RI,44,95,01,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
WNS,Woonsocket Harris Public Library,303 Clinton Street,Woonsocket,02895,3274,4017699044,43877,1,0,0,3.63,3.63,10.34,13.97,501494,8419,18890,9749,538552,244099,80760,324859,81229,224000,630088,0,94887,1403,1728,126,3120,156000,11180,153029,3411,2648,53194,1000,NO,CI,SO,Providence,30898,RI0051,RI,44,95,01,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
SCGWD,ABBEVILLE-GREENWOOD REGIONAL LIBRARY,106 NORTH MAIN STREET,GREENWOOD,29646,2240,8039414650,85598,1,5,1,3.75,5.43,17.41,22.84,608000,83429,21497,57430,770356,408451,93880,502331,131239,195089,828659,0,107654,2069,532,527,10686,194236,39561,255303,280,806,104819,10328,HQ,MJ,MO,GREENWOOD,84961,SC0001,SC,45,95,05,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 8, 0, 0
SCAI,AIKEN-BAMBERG-BARNWELL-EDGEFIELD REGIONAL LIB,"314 CHESTERFIELD STREET, S.W.",AIKEN,29801,7117,8036427575,189393,1,13,1,8,12,27.4,39.4,905999,176510,41247,133607,1257363,844319,158989,1003308,214379,149846,1367533,0,212427,1919,1688,450,19110,254904,59160,578079,203,1505,228354,18901,HQ,MJ,MA,AIKEN,187984,SC0002,SC,45,95,05,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
SCAL,ALLENDALE-HAMPTON-JASPER REGIONAL LIBRARY,COURTHOUSE SQUARE,ALLENDALE,29810,0768,8035843513,46778,1,4,1,0.88,8.31,0.8,9.11,173330,48678,0,1480,223488,124078,18154,142232,35816,41074,219122,0,62272,51,33,281,9152,54955,11250,88068,75,772,36688,3193,HQ,MJ,MO,ALLENDALE,46430,SC0003,SC,45,95,05,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
SCAN,ANDERSON COUNTY LIBRARY,202 EAST GREENVILLE STREET,ANDERSON,29622,4047,8032604500,152676,1,7,1,8.05,9.99,32.33,42.32,1400000,145196,88845,58809,1692850,807108,214171,1021279,344077,328270,1693626,0,262217,2020,3092,1202,20490,305588,61366,518407,502,1395,219262,17506,NO,CO,MO,ANDERSON,151540,SC0004,SC,45,95,05,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
SCB,BEAUFORT COUNTY LIBRARY,311 SCOTT STREET,BEAUFORT,29902,5591,8035254000,97120,1,4,0,7.5,10.5,19.55,30.05,1036775,86425,22252,36078,1181530,536344,139957,676301,216745,307535,1200581,20000,128088,2560,1142,353,7800,74109,40000,280665,21,2031,64265,3686,NO,CO,MO,BEAUFORT,96397,SC0005,SC,45,95,05,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 2, 0, 0, 0, 0, 0, 9, 0
SCMOC,BERKELEY COUNTY LIBRARY,100 LIBRARY STREET,MONCKS CORNER,29461,2326,8037618082,138839,1,4,0,5.3,5.3,18,23.3,682378,128776,17378,9118,837650,442255,118059,560314,151567,125812,837693,0,107040,602,69,248,9453,245244,14322,340722,0,783,156029,8640,NO,CO,MO,BERKELEY,137806,SC0006,SC,45,95,05,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
SCSTM,CALHOUN COUNTY PUBLIC LIBRARY,208 N. HARRY C. RAYSOR DRIVE,ST. MATTHEWS,29135,1261,8038743389,13385,1,1,1,0.88,0.88,3.73,4.61,100891,15000,19819,1201,136911,,,,25067,,137388,0,31503,783,19,157,3276,24440,3186,40233,0,558,17732,2399,NO,CO,MO,CALHOUN,13285,SC0007,SC,45,95,05,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
SCMB,CHAPIN MEMORIAL LIBRARY,400 14TH AVENUE NORTH,MYRTLE BEACH,29577,3612,8034483338,27462,1,0,0,2,2,9,11,385082,0,0,119700,504782,215821,45090,260911,179700,64171,504782,0,72588,749,1256,185,2912,78955,15929,199109,165,1773,51828,5884,NO,CI,SO,HORRY,27258,SC0008,SC,45,95,05,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 7, 0, 0, 0, 0,10, 0, 0
SCCF,CHARLESTON COUNTY LIBRARY,404 KING STREET,CHARLESTON,29403,6422,8037231645,293557,1,14,1,44.5,51.5,106.2,157.7,5156858,295039,27894,312818,5792609,3000117,883237,3883354,1102928,814484,5800766,0,759329,7595,8878,2253,35438,1637057,1276170,1939569,1161,4265,686148,68187,NO,CO,MO,CHARLESTON,291373,SC0009,SC,45,95,05,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
SCGA,CHEROKEE COUNTY PUBLIC LIBRARY,300 E. RUTLEDGE AVENUE,GAFFNEY,29340,2299,8034872711,46730,1,1,1,0.87,5.59,3.75,9.34,275500,44506,22369,19850,362225,156431,33660,190091,101697,66265,358053,0,83186,1153,1068,208,5096,91500,9890,178962,91,466,66144,5534,NO,CO,MO,CHEROKEE,46382,SC0010,SC,45,95,05,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
SCCH,CHESTER COUNTY LIBRARY,100 CENTER STREET,CHESTER,29706,2708,8033778145,32977,1,1,1,2.63,6.38,5.31,11.69,313460,32670,32390,10429,388949,214145,59759,273904,56969,67758,398631,0,53753,730,455,109,5564,58136,11544,111610,56,492,46468,9495,NO,CO,MO,CHESTER,32732,SC0011,SC,45,95,05,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
SCCHF,CHESTERFIELD COUNTY LIBRARY,119 W. MAIN STREET,CHESTERFIELD,29709,1512,8036237489,39251,1,4,1,0.94,7.59,0,7.59,172635,38577,3500,0,214712,116513,27554,144067,36292,20941,201300,0,61562,549,2,205,8840,51884,15565,91672,8,1297,33652,4177,NO,CO,MO,CHESTERFIELD,38959,SC0012,SC,45,95,05,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
SCMAN,CLARENDON COUNTY LIBRARY,215 N. BROOKS STREET,MANNING,29102,3209,8034358633,29353,1,0,0,0.94,5.29,0,5.29,156996,28450,27845,28586,241877,98916,25494,124410,25678,89494,239582,1082,31898,735,166,85,3200,50000,2892,47976,12,456,20308,1464,NO,CO,SO,CLARENDON,29135,SC0013,SC,45,95,05,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
SCW,COLLETON COUNTY MEMORIAL LIBRARY,600 HAMPTON STREET,WALTERBORO,29488,4098,8035495621,36260,1,1,1,0.94,7.76,1.94,9.7,261706,35627,3750,16926,318009,150187,42400,192587,56194,70353,319134,0,76733,1125,17,146,4203,75764,7020,105650,9,470,43439,3307,NO,CO,MO,COLLETON,35990,SC0014,SC,45,95,05,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
SCDA,DARLINGTON COUNTY LIBRARY,204 N. MAIN STREET,DARLINGTON,29532,3108,8033984940,64710,1,3,0,2.81,4.47,7,11.47,408723,61851,4778,18904,494256,242860,53310,296170,172500,170128,638798,0,74906,216,1225,411,7488,102050,17000,165828,4,821,62442,1906,NO,CO,MO,DARLINGTON,64229,SC0015,SC,45,95,05,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
SCLAT,DILLON COUNTY LIBRARY,101 N. MARION STREET,LATTA,29565,3597,8037525389,29695,1,2,1,1,6.87,0,6.87,172082,29114,5311,0,206507,115170,33622,148792,38181,19534,206507,11000,74571,347,0,151,8502,59168,2874,82842,0,462,32555,6419,NO,CO,MO,DILLON,29474,SC0016,SC,45,95,05,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
SCSTG,DORCHESTER COUNTY LIBRARY,506 N. PARLER AVENUE,ST. GEORGE,29477,2297,8035639189,89888,1,1,1,2.8,4.5,13.4,17.9,439232,83060,31858,41924,596074,313591,78508,392099,113138,188719,693956,0,79763,248,0,154,5486,163011,38300,254395,0,587,113108,5373,NO,CO,MO,DORCHESTER,89219,SC0017,SC,45,95,05,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
SCWN,FAIRFIELD COUNTY LIBRARY,300 WASHINGTON STREET,WINNSBORO,29180,1333,8036354971,22466,1,1,1,1.35,1.8,3.6,5.4,232979,22295,8500,8966,272740,117679,29630,147309,64012,41978,253299,45393,61710,964,1686,180,4004,43280,3357,104409,30,329,31156,2567,NO,CO,MO,FAIRFIELD,22299,SC0018,SC,45,95,05,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
SCFL,FLORENCE COUNTY LIBRARY,319 S. IRBY STREET,FLORENCE,29501,4795,8036628424,121173,1,5,1,6.5,6.5,18.4,24.9,807821,114344,30435,0,952600,520349,140801,661150,140541,150908,952599,152249,156835,2760,0,404,11193,268004,93012,329029,453,689,128601,10567,NO,CO,MO,FLORENCE,120272,SC0019,SC,45,95,05,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 7, 0, 0, 0, 0, 0, 0, 0
SCGEO,GEORGETOWN COUNTY LIBRARY SYSTEM,405 CLELAND STREET,GEORGETOWN,29440,3200,8035462521,50021,1,2,1,2,5,9.35,14.35,536248,46302,105,31700,614355,309261,85758,395019,207255,65982,668256,1249,125075,1666,2476,152,4953,120951,18900,186353,0,188,55478,15909,NO,CO,MO,GEORGETOWN,49649,SC0020,SC,45,95,05,2, 0, 0, 0, 0, 1, 0,11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 1, 0, 0, 0, 0,10, 0, 0
SCG,GREENVILLE COUNTY LIBRARY,300 COLLEGE STREET,GREENVILLE,29601,2086,8032425000,335386,1,11,2,40.75,40.75,102.33,143.08,5286613,320167,51078,441447,6099305,2887658,689847,3577505,969252,1417988,5964745,308549,770192,22033,10443,1507,34632,1111713,756645,1762838,1672,2069,638195,34176,NO,CO,MO,GREENVILLE,332891,SC0021,SC,45,95,05,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
SCCON,HORRY COUNTY MEMORIAL LIBRARY,1008 FIFTH AVENUE,CONWAY,29526,5196,8032481543,152878,1,5,2,5,7,20,27,932945,148834,14405,56044,1152228,427177,218260,645437,226987,297560,1169984,75000,177003,4274,1658,429,17472,137597,17950,448347,451,2456,85371,25849,NO,CO,MO,HORRY,151741,SC0022,SC,45,95,05,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 8, 0, 0
SCCAM,KERSHAW COUNTY LIBRARY,1304 BROAD STREET,CAMDEN,29020,3595,8034251508,46256,1,1,1,3.75,6.13,6.23,12.36,391865,43599,3096,24941,463501,204467,59417,263884,78729,91048,433661,0,110342,1035,743,182,4784,148000,5785,182715,0,495,64406,6579,NO,CO,MO,KERSHAW,45912,SC0023,SC,45,95,05,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
SCLAN,LANCASTER COUNTY LIBRARY,313 S. WHITE STREET,LANCASTER,29720,2506,8032851502,55944,1,1,1,2,5,6.38,11.38,329898,54516,10738,25519,420671,207218,52592,259810,85317,79756,424883,0,85421,1409,278,271,4925,90000,13000,188218,10,143,57249,2418,NO,CO,MO,LANCASTER,55528,SC0024,SC,45,95,05,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
SCLAU,LAURENS COUNTY LIBRARY,1017 WEST MAIN STREET,LAURENS,29360,2647,8039840596,59998,1,2,1,3.5,6.13,6.83,12.95,391022,58592,7588,33489,490691,251516,57000,308516,83232,95481,487229,0,100932,2593,891,286,6422,132698,11000,139419,22,933,48875,4042,NO,CO,MO,LAURENS,59552,SC0025,SC,45,95,05,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 7, 0, 0, 0, 0, 0, 0, 0
SCBI,LEE COUNTY PUBLIC LIBRARY,102 NORTH MAIN STREET,BISHOPVILLE,29010,1414,8034845921,18705,1,0,1,0,3.5,0,3.5,96342,18437,0,3760,118539,,,,26539,,116662,0,31499,193,470,138,2288,23764,2126,45356,3,146,18929,3300,NO,CO,MO,LEE,18566,SC0026,SC,45,95,05,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
SCBA,LEXINGTON COUNTY PUBLIC LIBRARY SYSTEM,203 ARMORY STREET,BATESBURG,29006,0187,8033596984,187264,1,8,1,12,32.05,0,45.46,2204129,167611,45263,106430,2523433,1068000,220574,1288574,522155,374782,2185511,153697,240008,1123,4082,965,22256,309758,97940,766974,80,2598,351633,15827,NO,CO,MO,LEXINGTON,185871,SC0027,SC,45,95,05,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 1, 0, 0, 0, 0, 0, 0
SCMC,MCCORMICK COUNTY LIBRARY,PINE STREET,MCCORMICK,29835,1151,8034652821,9131,1,0,0,0,0.88,0.3,1.18,40355,15000,0,879,56234,,,,15361,,55355,0,17297,118,11,71,2476,13568,1598,12333,0,52,4067,925,NO,CO,SO,MCCORMICK,9063,SC0028,SC,45,95,05,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
SCMAR,MARION COUNTY LIBRARY,101 E. COURT STREET,MARION,29571,3699,8034238300,35188,1,2,1,2.81,2.81,5.26,8.08,240874,33899,17390,13475,305638,150141,48295,198436,52122,65418,315976,0,73993,1542,598,148,5746,75209,3700,94459,61,536,49119,7874,NO,CO,MO,MARION,34926,SC0029,SC,45,95,05,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
SCBEN,MARLBORO COUNTY LIBRARY,200 JOHN CORRY ROAD,BENNETTSVILLE,29512,3130,8034795630,29968,1,0,1,0,0.88,4.37,5.25,156955,29361,2650,8306,197272,82257,25334,107591,72705,17737,198033,0,37525,546,384,64,3016,31748,7273,62420,6,217,22568,5512,NO,CO,MO,MARLBORO,29745,SC0030,SC,45,95,05,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
SCN,NEWBERRY-SALUDA REGIONAL LIBRARY,1300 FRIEND STREET,NEWBERRY,29108,3400,8032760854,50753,1,2,0,1,3.34,4.69,8.03,253097,49529,27953,10797,341376,154144,39875,194019,51253,54109,299381,0,93021,1564,123,180,6700,87351,11863,114960,8,340,48284,6638,HQ,MJ,MO,NEWBERRY,50375,SC0031,SC,45,95,05,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 7, 0, 0, 0, 0, 0, 0, 0
SCWAL,OCONEE COUNTY LIBRARY,501 WEST SOUTH BROAD STREET,WALHALLA,29691,2105,8036384133,60684,1,3,1,3.75,15.75,5,20.75,644595,57494,33342,34629,770060,375466,107082,482548,126910,151047,760505,0,135065,3218,837,361,7696,187818,35620,311664,20,3010,93131,7161,NO,CO,MO,OCONEE,60233,SC0032,SC,45,95,05,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
SCOR,ORANGEBURG COUNTY LIBRARY,510 LOUIS STREET,ORANGEBURG,29116,1367,8035314636,88049,1,5,1,5.62,5.62,12.25,17.87,492266,84803,25110,16829,619008,315559,75064,390623,100632,96224,587479,5437,90192,605,439,321,7228,174730,29345,283056,0,1131,110452,7665,NO,CO,MO,ORANGEBURG,87394,SC0033,SC,45,95,05,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 2, 0, 0, 0, 0, 0, 0, 0
