STABR,FSCSKEY,LIBID,LIBNAME,ADDRESS,CITY,CNTY,ZIP,ZIP4,PHONE,C_RELATN,C_LEGBAS,C_ADMIN,C_FSCS,GEOCODE,POPU_LSA,POPU_UND,CENTLIB,BRANLIB,BKMOB,MASTER,LIBRARIA,OTHPAID,TOTSTAFF,LOCGVT,STGVT,FEDGVT,OTHINCM,TOTINCM,SALARIES,BENEFIT,STAFFEXP,TOTEXPCO,OTHOPEXP,TOTOPEXP,CAPITAL,BKVOL,AUDIO,VIDEO,SUBSCRIP,HRS_OPEN,VISITS,REFERENC,TOTCIR,LOANTO,LOANFM,KIDCIRCL,KIDATTEN,ELMATEXP,ELACCEXP,ELMATS,ELSVCACC,INETACC,INETUSE,STFTERMS,GPTERMS,PUB_FIPS,CNTYFIPS,YR_SUB,OBEREG,RSTATUS,IMP0,IMP1,IMP2,IMP3,IMP4,IMP5,IMP6,IMP7,IMP8,IMP9,IMP10,IMP11,IMP12,IMP13,IMP14,IMP15,IMP16,IMP17,IMP18,IMP19,IMP20,IMP21,IMP22,IMP23,IMP24,IMP25,IMP26,IMP27,IMP28,IMP29,IMP30,IMP31,IMP32,IMP33,IMP34,IMP35,IMP36,IMP37,IMP38,IMP39,IMP40
OH,OH0198,298C,SALEM PUBLIC LIBRARY,821 E. STATE ST.,SALEM,COLUMBIANA,44460,2298,4196660924,ME,SC,SO,Y,SD1,25007,25007,1,0,0,5,6,11.37,17.37,0,829726,0,64318,894044,331807,74795,406602,136486,149547,692635,0,77383,2721,3913,211,3432,176904,8528,349068,63,227,103050,472,4066,10000,121,Y,Y,PE,-1,-1,39,029,1999,03,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,20,20
OH,OH0199,299C,"SANDUSKY, LIBRARY ASSOCIATION OF",114 W. ADAMS ST.,SANDUSKY,ERIE,44870,2791,9375842319,ME,NP,SO,Y,OTH,46899,46899,1,0,0,4.58,7.58,35.88,43.46,501776,1477111,0,221461,2200348,843462,180846,1024308,381972,520895,1927175,391135,169193,12447,18118,325,3536,439400,37648,636058,7494,18388,178096,13633,15000,72000,2351,Y,Y,PE,-1,-1,39,043,1999,03,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,20,20
OH,OH0200,300C,SHAKER HEIGHTS PUBLIC LIBRARY,3450 LEE RD.,SHAKER HEIGHTS,CUYAHOGA,44120,M,3303320042,ME,SC,MO,Y,SD1,40608,40608,1,1,0,17.08,24.7,55.5,80.2,2531826,1858744,0,529693,4920263,2171439,569682,2741121,648631,985089,4374841,0,226840,20020,13095,717,7228,197539,203424,982457,14863,45005,154479,16069,0,139063,93,Y,Y,PE,-1,-1,39,035,1999,03,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,20,20
OH,OH0201,301C,PERRY COOK MEMORIAL PUBLIC LIBRARY,42 CTY RD.,SHAUCK,MORROW,43349,M,4196253834,ME,SC,SO,Y,SD1,7245,7245,1,0,0,0,4.25,0.5,4.75,0,217220,0,25778,242998,62908,9549,72457,28743,22289,123489,67435,28104,320,2641,75,2600,39468,5460,41442,0,0,18034,2295,400,0,12,Y,Y,PE,-1,-1,39,117,1999,03,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,20,20
OH,OH0202,302C,MARVIN MEMORIAL LIBRARY,29 W. WHITNEY,SHELBY,RICHLAND,44875,1252,2169912030,ME,SC,SO,Y,SD1,13864,13864,1,0,0,3,4,8.32,12.32,1500,503439,0,69945,574884,193542,38324,231866,83419,67525,382810,0,52350,1239,701,192,3042,95264,12841,115773,1,262,41032,4325,4600,1464,11,Y,Y,PE,-1,-1,39,139,1999,03,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,20,20
OH,OH0203,303C,AMOS MEMORIAL PUBLIC LIBRARY,230 E. NORTH ST.,SIDNEY,SHELBY,45365,2733,4193627181,NO,SC,MO,Y,SD1,47457,47457,1,5,0,2,3,24.3,27.3,0,1607665,0,293265,1900930,711588,141476,853064,223530,240429,1317023,0,139404,7615,7530,252,19656,261404,66149,320634,0,1994,120688,6952,0,0,0,Y,Y,PE,-1,-1,39,149,1999,03,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 5, 0, 0, 0, 0,10, 0, 0, 0,11, 0, 0, 0,20,20
OH,OH0204,304C,CLARK COUNTY PUBLIC LIBRARY,201 S. FOUNTAIN AVE.,SPRINGFIELD,CLARK,45501,M,4193475576,NO,CO,MO,Y,CO2,139673,139673,1,4,3,12,25.75,46.63,72.38,388586,4784874,0,509583,5683043,1713312,417095,2130407,718792,819841,3669040,54507,420015,23685,7652,419,30368,617188,116688,995716,584,1020,285186,9219,15000,30000,12,Y,Y,PE,-1,-1,39,023,1999,03,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,20,20
OH,OH0205,307C,ST. CLAIRSVILLE PUBLIC LIBRARY,108 W. MAIN ST.,ST. CLAIRSVILLE,BELMONT,43950,1225,7406952062,ME,SC,SO,Y,SD1,13143,13143,1,0,0,0,5,8.3,13.3,0,470614,6768,29716,507098,196797,29336,226133,91191,71027,388351,0,59165,1366,2240,158,2990,74256,8112,150566,9682,9657,37159,7086,1530,20520,5,Y,Y,PE,-1,-1,39,013,1999,03,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,20,20
OH,OH0206,308C,COMMUNITY LIBRARY,140 S. CHESTNUT ST.,ST. MARYS,AUGLAIZE,45885,1151,4193947471,ME,SC,SO,Y,SD1,14131,14131,1,0,0,1,1.05,7.85,8.9,0,480827,0,43777,524604,230772,44459,275231,66546,66581,408358,807099,57836,543,1155,180,2912,80361,13089,97441,55540,10901,41901,8959,6356,26258,5,Y,Y,PE,-1,-1,39,011,1999,03,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,20,20
OH,OH0207,309C,ST. PARIS PUBLIC LIBRARY,127 E. MAIN ST.,ST. PARIS,CHAMPAIGN,43072,9702,9376634349,NO,SC,SO,Y,SD1,8782,8782,1,0,0,0,3,3.38,6.38,128359,273761,0,77257,479377,88841,15586,104427,51869,120208,276504,182935,29200,12,1550,90,2912,44059,6500,36229,0,150,18078,750,4000,0,15,Y,Y,PE,-1,-1,39,021,1999,03,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,20,20
OH,OH0208,305C,"STEUBENVILLE & JEFFERSON COUNTY, PL OF",407 S. 4TH ST.,STEUBENVILLE,JEFFERSON,43952,2942,7402829782,ME,CI,MO,Y,CI1,74558,74558,1,6,1,2,10.88,42.75,53.63,0,2723437,0,132683,2856120,996038,303097,1299135,362927,403724,2065786,301904,188359,4789,6923,233,26208,553644,255996,621804,41101,70081,192048,30978,20000,140000,37,Y,Y,PE,-1,-1,39,081,1999,03,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,20,20
OH,OH0209,306C,STOW PUBLIC LIBRARY,3512 DARROW RD.,STOW,SUMMIT,44224,M,3306883295,ME,SC,SO,Y,SD1,35432,35432,1,0,0,10.38,12.38,19.18,31.55,0,1308196,41329,114718,1464243,612068,129156,741224,204930,301081,1247235,0,98105,4621,4244,125,3588,182000,66092,658143,830,5712,285240,17852,10136,50,9147,Y,Y,PE,-1,-1,39,153,1999,03,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,20,20
OH,OH0210,310C,COMMUNITY LIBRARY,P.O. BOX 239,SUNBURY,DELAWARE,43074,M,7409653901,ME,SC,SO,Y,SD1,19973,19973,1,0,0,0,2.5,9.25,11.75,0,542773,0,48261,591034,268853,60352,329205,75907,81797,486909,5891,88700,2326,3803,269,2808,129740,19552,220047,4,530,89150,12338,895,0,57,Y,Y,PE,-1,-1,39,041,1999,03,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,20,20
OH,OH0211,311C,SWANTON PUBLIC LIBRARY,305 CHESTNUT ST.,SWANTON,FULTON,43558,M,9376634349,ME,SC,SO,Y,SD1,9776,9776,1,0,0,1,3,4.9,7.9,0,344091,0,27622,371713,184771,42801,227572,38025,72002,337599,411475,27465,1435,742,150,3484,49244,2028,137093,202,197,45096,6107,0,0,0,Y,Y,PE,-1,-1,39,051,1999,03,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,20,20
OH,OH0212,312C,MOHAWK COMMUNITY LIBRARY,101 E. 7TH ST.,SYCAMORE,WYANDOT,44882,M,7409653901,ME,SC,SO,Y,SD1,6819,6819,1,0,0,0,3.49,0.43,3.92,0,177052,0,35177,212229,59990,8763,68753,25043,27631,121427,188187,23718,568,2055,45,3068,36504,5304,98656,0,23,52642,191,0,0,0,Y,Y,PE,-1,-1,39,175,1999,03,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,20,20
OH,OH0213,313C,TIFFIN-SENECA PUBLIC LIBRARY,77 JEFFERSON ST.,TIFFIN,SENECA,44883,M,4198262760,ME,CO,MO,Y,CO2,30909,30909,1,0,1,5.9,8.49,15.23,23.72,0,1082322,0,215938,1298260,523443,95107,618550,276668,118901,1014119,19994,100286,4276,4559,394,6448,156624,52208,332494,332,378,85672,5590,31615,70717,87,Y,Y,PE,-1,-1,39,147,1999,03,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,20,20
OH,OH0214,314C,TIPP CITY PUBLIC LIBRARY,11 E. MAIN ST.,TIPP CITY,MIAMI,45371,M,4199272407,NO,SC,SO,Y,SD1,14886,14886,1,0,0,0,3,9.93,12.93,0,516686,0,34914,551600,263177,58760,321937,71231,52773,445941,7562785,83256,1236,4229,152,2886,99268,29484,221430,3761,419,94621,4046,500,13536,23,Y,Y,PE,-1,-1,39,109,1999,03,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,20,20
OH,OH0215,315C,TOLEDO-LUCAS COUNTY PUBLIC LIBRARY,325 MICHIGAN ST.,TOLEDO,LUCAS,43624,1614,4194473751,NO,CO,MO,Y,CO2,443694,443694,1,18,2,99.79,122,243.24,365.24,5989512,17322732,54256,3268963,26635463,10801743,3213439,14015182,3792088,5756931,23564201,9707,2228948,117169,94545,5637,79508,3367936,606944,6199395,3005,3104,2131682,99510,300000,0,0,Y,Y,PE,-1,-1,39,095,1999,03,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,20,20
OH,OH0216,316C,TROY-MIAMI COUNTY PUBLIC LIBRARY,419 W. MAIN ST.,TROY,MIAMI,45373,3243,9376673826,NO,CO,MO,Y,CO2,39422,39422,1,1,1,4.63,9.63,18.45,28.08,0,1368279,0,110450,1478729,584432,183010,767442,258715,54772,1080929,33595,160500,7500,9000,340,8996,282256,10751,589497,50,50,204474,7077,7500,9769,6,Y,Y,PE,-1,-1,39,109,1999,03,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,30, 0, 0, 0, 0,10, 0, 0,18, 0, 0, 0, 0,20,20
OH,OH0217,317C,TWINSBURG PUBLIC LIBRARY,9840 RAVENNA RD.,TWINSBURG,SUMMIT,44087,1796,4192595200,ME,SC,SO,Y,SD1,24792,24792,1,0,0,4.43,9.41,15.52,24.93,559444,915332,0,169991,1644767,524924,117677,642601,333485,194304,1170390,170080,107303,11462,5337,375,3302,208000,10972,496113,13143,16028,124717,7868,16781,54869,50,Y,Y,PE,-1,-1,39,153,1999,03,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,20,20
OH,OH0218,318C,UPPER ARLINGTON PUBLIC LIBRARY,2800 TREMONT RD.,UPPER ARLINGTON,FRANKLIN,43221,3199,3304254268,NO,CI,MO,Y,CI1,82776,82776,1,2,0,8,12,55.87,67.87,931342,3237225,0,431001,4599568,1971693,625615,2597308,530816,633250,3761374,0,478694,23951,25114,540,9282,936000,90532,1343357,1923,778,339902,18305,30777,79991,15,Y,Y,PE,-1,-1,39,049,1999,03,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,20,20
OH,OH0219,319C,UPPER SANDUSKY COMMUNITY LIBRARY,301 N. SANDUSKY AVE.,UPPER SANDUSKY,WYANDOT,43351,1345,6144869621,ME,SC,SO,Y,SD1,8948,8948,1,0,0,2,2,5.28,7.28,0,329903,0,174862,504765,152017,42626,194643,47235,67494,309372,217797,34860,1075,779,146,3328,41600,20800,92468,0,878,31753,2424,0,0,8,Y,Y,PE,-1,-1,39,175,1999,03,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,20,20
OH,OH0220,320C,CHAMPAIGN COUNTY LIBRARY,160 W. MARKET ST.,URBANA,CHAMPAIGN,43078,2097,4192941345,NO,CO,MO,Y,CO2,20618,20618,1,1,0,2,4.75,9.22,13.97,11975,642743,0,106707,761425,289118,58372,347490,118327,204597,670414,0,73371,1796,1905,319,9984,134472,11960,234256,0,265,85760,4919,1273,10000,134,Y,Y,PE,-1,-1,39,021,1999,03,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,20,20
OH,OH0221,321C,BRUMBACK LIBRARY,215 W. MAIN ST.,VAN WERT,VAN WERT,45891,1695,9376533811,ME,CO,MO,Y,CO2,24764,24764,1,5,0,3.05,13.13,4,17.13,0,847692,0,19512,867204,344286,105237,449523,197124,146156,792803,0,123530,3451,3949,188,18720,415532,42328,404720,246,431,168594,14237,15000,23000,319,Y,Y,PE,-1,-1,39,161,1999,03,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,20,20
OH,OH0222,322C,RITTER PUBLIC LIBRARY,5680 LIBERTY AVE.,VERMILION,ERIE,44089,1196,4192382168,ME,SC,SO,Y,SD1,17085,17085,1,0,0,1.14,1.14,14.23,15.37,263624,552292,0,144008,959924,306876,46811,353687,155536,188209,697432,19500,67170,6157,4113,279,3328,95975,16484,286213,60,28,94164,6749,9361,32373,5,Y,Y,PE,-1,-1,39,043,1999,03,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0,22, 0, 0, 0,20,20
OH,OH0223,323C,WORCH MEMORIAL PUBLIC LIBRARY,161 E. MAIN ST.,VERSAILLES,DARKE,45380,1519,4409673798,NO,SC,SO,Y,SD1,14794,14794,1,0,0,0,1.14,5.06,6.2,0,499325,0,68456,567781,127001,16177,143178,49181,28882,221241,0,30000,600,1400,175,2808,78000,4680,113043,250,102,53111,2000,1000,5500,10,Y,Y,PE,-1,-1,39,037,1999,03,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,20,20
OH,OH0224,324C,ELLA M. EVERHARD PUBLIC LIBRARY,132 BROAD ST.,WADSWORTH,MEDINA,44281,1850,9375263416,ME,SC,MO,Y,SD1,33582,33582,1,0,2,6,14,20.84,34.84,556084,1004604,0,146152,1706840,720101,112074,832175,349128,461720,1643023,0,169750,8766,11291,339,11232,253864,69264,693797,13473,18176,366067,7894,22528,53746,937,Y,Y,PE,-1,-1,39,103,1999,03,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,20,20
OH,OH0225,325C,AUGLAIZE COUNTY DISTRICT PUBLIC LIBRARY,203 S. PERRY ST.,WAPAKONETA,AUGLAIZE,45895,1999,3303345761,ME,CO,MO,Y,CO2,32972,32972,1,5,1,2,6.03,15.45,21.48,0,1121930,0,114291,1236221,434228,77972,512200,280122,183595,975917,396414,149537,800,2734,436,20202,172096,34489,320139,368,313,128055,4130,13050,25253,90,Y,Y,PE,-1,-1,39,011,1999,03,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,20,20
OH,OH0226,326C,WARREN-TRUMBULL COUNTY PUBLIC LIBRARY,444 MAHONING AVE. N.W.,WARREN,TRUMBULL,44483,4606,4197382921,ME,CO,MO,Y,CO2,101491,101491,1,5,1,14.4,21.4,61.49,82.89,812449,3566400,0,344928,4723777,1874280,548682,2422962,638887,631358,3693207,0,299463,22828,7686,391,25116,643552,184964,890975,560,1615,307323,8584,39616,85436,226,Y,Y,PE,-1,-1,39,155,1999,03,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,20,20
OH,OH0227,327C,CARNEGIE PUBLIC LIBRARY,127 S. NORTH ST.,WASHINGTON CH,FAYETTE,43160,2283,3303998807,ME,CI,MO,Y,CI1,28493,28493,1,1,0,1.97,15.01,4.83,19.84,0,869183,0,68079,937262,340948,80238,421186,111165,108844,641195,0,62989,3219,1639,114,6656,110240,24780,189719,8,1202,56599,9441,8000,6800,213,Y,Y,PE,-1,-1,39,047,1999,03,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,20,20
OH,OH0228,328C,WAUSEON PUBLIC LIBRARY,117 E. ELM ST.,WAUSEON,FULTON,43567,1444,7403352540,ME,SC,SO,Y,SD1,9317,9317,1,0,0,0,1,6.53,7.53,21613,307537,0,495591,824741,144576,21231,165807,69849,301366,537022,0,43210,641,2482,173,3016,68120,4420,100692,531,637,40045,1440,1500,25019,50,Y,Y,PE,-1,-1,39,051,1999,03,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,20,20
OH,OH0229,329C,GARNET A. WILSON PL OF PIKE CO,207 N. MARKET ST.,WAVERLY,PIKE,45690,1138,4193356626,ME,CO,MO,Y,CO2,27775,27775,1,1,1,1,5,14.63,19.63,0,843532,0,46364,889896,313911,89944,403855,109432,106159,619446,10331,60546,2149,1587,157,9360,98800,21372,226951,373,703,52086,2273,5000,20000,3,N,Y,PE,-1,-1,39,131,1999,03,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,20,20
OH,OH0230,330C,WAYNE PUBLIC LIBRARY,137 E. MAIN ST.,WAYNE,WOOD,43466,M,7409474921,ME,SC,MO,Y,SD1,8365,8365,1,2,0,0,0.88,5.58,6.45,0,324897,0,31073,355970,129392,18822,148214,48181,56029,252424,12887,56114,656,1753,223,6708,38376,1924,85155,555,132,36206,2961,1378,26756,70,Y,Y,PE,-1,-1,39,173,1999,03,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,20,20
OH,OH0231,331C,MARY L. COOK PUBLIC LIBRARY,381 OLD STAGE RD.,WAYNESVILLE,WARREN,45068,M,4192882708,ME,SC,SO,Y,SD1,21594,21594,1,0,0,1.63,2.63,6.92,9.55,0,597030,0,63917,660947,242540,38927,281467,112697,72866,467030,0,52138,3842,4765,140,3536,90168,19968,166812,205,63,70885,4115,3901,24106,351,Y,Y,PE,-1,-1,39,165,1999,03,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1,18, 0, 0, 0, 0,20,20
OH,OH0232,332C,HERRICK MEMORIAL PUBLIC LIBRARY,101 PUBLIC SQUARE,WELLINGTON,LORAIN,44090,M,5138974826,ME,CI,SO,Y,CI1,2328,2328,1,0,0,2,3,4.87,7.87,0,404145,0,46265,450410,172781,42851,215632,65055,72964,353651,22886,45610,1948,1309,162,3120,72280,6760,101454,34,444,45392,2448,3514,5960,14,Y,Y,PE,-1,-1,39,093,1999,03,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,20,20
OH,OH0233,333C,SYLVESTER MEMORIAL WELLSTON PUBLIC LIBRARY,135 E. SECOND ST.,WELLSTON,JACKSON,45692,M,4406472120,ME,SC,SO,Y,SD1,12048,12048,1,0,0,0,2.05,4.32,6.37,0,394905,0,37995,432900,168688,45113,213801,53533,48434,315768,36300,31513,609,1072,129,2860,109442,2260,85910,329,387,24101,4007,480,0,1,Y,Y,PE,-1,-1,39,079,1999,03,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,30,30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,20,20
OH,OH0234,334C,WELLSVILLE CARNEGIE PUBLIC LIBRARY,115 NINTH ST.,WELLSVILLE,COLUMBIANA,43968,1431,7403846660,ME,SC,SO,Y,SD1,11938,11938,1,0,0,0.99,1.97,4.32,6.29,0,396121,0,346242,742363,99894,24353,124247,44836,105525,274608,0,33111,236,383,70,1456,66761,15415,37445,156,260,11182,752,1500,500,22,Y,Y,PE,-1,-1,39,029,1999,03,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,20,20
OH,OH0235,335C,WEST JEFFERSON PUBLIC LIBRARY,270 LILLY CHAPEL RD.,WEST JEFFERSON,MADISON,43162,1202,3305321526,NO,SC,SO,Y,SD1,10810,10810,1,0,0,1,5.75,4.25,10,0,327816,0,45356,373172,127595,19484,147079,69686,69783,286548,0,40929,960,3520,78,2808,16640,13260,80985,0,5,37223,4208,2500,0,5,Y,Y,PE,-1,-1,39,097,1999,03,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,20,20
OH,OH0236,336C,MILTON UNION PUBLIC LIBRARY,560 S. MAIN ST.,WEST MILTON,MIAMI,45383,1406,6148798448,NO,SC,SO,Y,SD1,10626,10626,1,0,0,1,2,5.57,7.57,0,368822,0,28038,396860,173581,25615,199196,62602,56564,318362,0,45332,216,2382,138,2808,53508,6864,127090,0,537,35007,3194,0,0,0,Y,Y,PE,-1,-1,39,109,1999,03,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,20,20
