LIBID,LIBNAME,ADDRESS,CITY,ZIP1,ZIP2,PHONE,POPU,CENTLIB,BRANLIB,BKMOB,MASTER,LIBRARIAN,OTHPAID,TOTPEMP,LOCGVT,STGVT,FEDGVT,OTHINCM,TOTINCM,SALARIES,BENEFIT,TOTEXP,TOTEXPCOL,OTHOPEXP,TOTOPEXP1,CAPITAL,BKVOL,AUDIO,VIDEO,SUBSCRIPT,DUPLI,ATTEND,REFERENCE,TOTCIR,LOANTO,LOANFM,KIDCIRCL,KIDATTEND,C_RELATN,C_LEGBASE,C_ADMIN,CNTY,C_FSCS,ELMATEXP,ELACCEXP,ELMATS,ELSVCACC,INETACC,INETUSE,POPU_UNDUP,FSCSKEY,STABR,PUB_FIPS,YR,OBEREG,RSTATUS,IMP0,IMP1,IMP2,IMP3,IMP4,IMP5,IMP6,IMP7,IMP8,IMP9,IMP10,IMP11,IMP12,IMP13,IMP14,IMP15,IMP16,IMP17,IMP18,IMP19,IMP20,IMP21,IMP22,IMP23,IMP24,IMP25,IMP26,IMP27,IMP28,IMP29,IMP30,IMP31,IMP32
7600630795,HORICON FREE PUBLIC LIBRARY,ROUTE 8,BRANT LAKE,12815,  -1,5184944189,1269,1,0,0,0,0.5,0.2,0.7,14506,1388,1170,795,17859,,,,3397,,17370,0,6496,77,144,6,1040,4615,29,10244,147,488,4082,253,ME,CI,SO,WARREN CO.,Y,0,0,0,N,N,,1183,NY0625,NY,36,97,02,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7600632510,CRANDALL PUBLIC LIBRARY,251 GLEN STREET,GLENS FALLS,12801,  -1,5187926508,50675,1,0,0,6.39,12.51,14.79,27.3,726704,194963,32591,400697,1354955,670646,129233,799879,115701,384791,1300371,4815,181953,10566,4406,350,3163,270529,76522,590721,10510,7431,238657,13534,ME,SD,SO,WARREN CO.,Y,12628,39312,92,Y,Y,PE,47241,NY0626,NY,36,97,02,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7600633470,CALDWELL - LAKE GEORGE LIBRARY,340 CANADA STREET,LAKE GEORGE,12845,1118,5186682528,933,1,0,0,0.85,0.85,0.85,1.7,47375,1388,0,4632,53395,,,,5349,,75996,0,16238,794,106,39,1734,4834,3400,8316,298,398,3129,66,ME,NP,SO,WARREN CO.,Y,0,0,26,N,N,,870,NY0627,NY,36,97,02,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7600633480,MOUNTAINSIDE FREE LIBRARY,3090 RT 9L,LAKE GEORGE,12845,  -1,,200,1,0,0,0,0,0,0,2555,1388,0,5050,8993,,,,2224,,5126,0,10419,0,0,0,1092,1263,11,5803,1,3,1556,0,ME,NP,SO,WARREN CO.,N,0,0,0,N,N,,186,NY0628,NY,36,97,02,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7600633490,HADLEY - LUZERNE PUBLIC LIBRARY,19 MAIN STREET PO BOX 400,LAKE LUZERNE,12846,  -1,5186963423,4444,1,0,0,0,0.8,0.45,1.25,21365,1388,0,30528,53281,,,,8771,,49813,0,17500,118,226,48,1664,11430,774,24272,339,445,7457,509,ME,MJ,SO,WARREN CO.,Y,250,250,40,Y,Y,PI,4143,NY0629,NY,36,97,02,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7600636340,STONY CREEK FREE LIBRARY,37 HARRISBURG ROAD PO BOX 64,STONY CREEK,12878,0064,5186965911,670,1,0,0,0,0.3,0.15,0.45,12455,1613,0,6741,20809,,,,2802,,16757,3730,7832,92,205,2,702,3448,76,6605,113,246,1364,52,ME,NP,SO,WARREN CO.,Y,541,0,34,N,N,,625,NY0630,NY,36,97,02,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7600636770,RICHARDS LIBRARY,36-38 ELM STREET,WARRENSBURG,12885,  -1,5186233011,4174,1,0,0,0,0.65,1.28,1.93,17422,1388,0,36360,55170,,,,3004,,47445,3571,18406,354,542,22,1924,14750,1483,15681,165,1202,5005,2235,ME,NP,SO,WARREN CO.,Y,0,0,1,N,N,,3891,NY0631,NY,36,97,02,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7600640270,ARGYLE FREE LIBRARY,SHERIDAN STREET PO BOX 238,ARGYLE,12809,0238,5186388911,3031,1,0,0,0,0.49,0.19,0.68,12455,5363,0,9584,27402,,,,3604,,14911,1583,9475,278,126,43,1300,7197,950,13035,139,245,4302,179,ME,NP,SO,WASHINGTON CO.,Y,0,0,10,Y,Y,PE,2826,NY0632,NY,36,97,02,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7600641000,CAMBRIDGE PUBLIC LIBRARY,WEST MAIN STREET,CAMBRIDGE,12816,  -1,5186772443,1906,1,0,0,0,0.8,0.7,1.5,36908,1388,0,3864,42160,,,,6475,,42160,0,14743,222,139,48,1170,18200,1539,32303,276,1272,7475,996,ME,CI,SO,WASHINGTON CO.,Y,963,0,20,N,N,,1777,NY0633,NY,36,97,02,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7600642000,EASTON LIBRARY,RD #1 BOX 370,GREENWICH,12834,  -1,5186922253,230,1,0,0,0,0.3,0.1,0.4,11555,1388,0,3945,16888,,,,5718,,16441,0,12570,422,172,23,624,5861,2672,9768,107,1592,4069,366,ME,NP,SO,WASHINGTON CO.,Y,0,0,14,Y,Y,ST,214,NY0634,NY,36,97,02,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7600642320,FORT EDWARD FREE LIBRARY,23 EAST STREET,FORT EDWARD,12828,  -1,5187476743,3561,1,0,0,0,0.5,0.83,1.33,10555,1388,0,19453,31396,,,,3086,,30254,0,14553,63,331,28,1144,2655,1358,11542,94,595,4327,96,ME,NP,SO,WASHINGTON CO.,Y,0,0,1,N,N,,3320,NY0635,NY,36,97,02,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7600642600,PEMBER LIBRARY & MUSEUM,33 WEST MAIN STREET,GRANVILLE,12832,1346,5186422525,2646,1,0,0,0,0.88,0.85,1.73,26552,1388,7825,27861,63626,,,,14115,,56859,6767,17425,93,94,40,1664,22598,156,69490,520,1070,12916,570,ME,CI,SO,WASHINGTON CO.,Y,1200,0,48,Y,N,,2467,NY0636,NY,36,97,02,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7600642670,GREENWICH FREE LIBRARY,MAIN AND ACADEMY STREETS,GREENWICH,12834,  -1,5186927157,4557,1,0,0,0,0.78,0.93,1.71,26850,1388,0,47029,75267,,,,12804,,50093,0,21490,378,277,36,1612,17700,7683,44303,321,811,19808,1729,ME,NP,SO,WASHINGTON CO.,Y,0,0,15,N,Y,ST,4248,NY0637,NY,36,97,02,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7600643090,HUDSON FALLS FREE LIBRARY,220 MAIN STREET,HUDSON FALLS,12839,  -1,5187476406,11851,1,0,0,0.68,0.68,1.36,2.04,54423,3398,0,41494,99315,48719,9099,57818,15872,25016,98706,0,32795,1717,635,63,1768,21895,4990,47891,644,1366,11031,563,ME,NP,SO,WASHINGTON CO.,Y,0,0,0,N,N,,11048,NY0638,NY,36,97,02,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7600645820,BANCROFT PUBLIC LIBRARY,MAIN STREET,SALEM,12865,  -1,5188547463,958,1,0,0,0,0.88,0,0.88,24778,1388,0,11555,37721,,,,9853,,34986,0,15791,371,315,21,1292,16280,11415,25262,211,3519,10808,543,ME,CI,SO,WASHINGTON CO.,Y,290,30,33,Y,Y,ST,893,NY0639,NY,36,97,02,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7600647080,WHITEHALL FREE LIBRARY,12 WILLIAM STREET,WHITEHALL,12887,  -1,5184991366,3071,1,0,0,0,1.06,0.05,1.11,15324,1388,0,6337,23049,,,,5085,,21507,0,12555,192,125,26,1300,3500,2200,26216,60,195,12222,247,ME,NP,SO,WASHINGTON CO.,Y,0,0,13,Y,Y,PI,2863,NY0640,NY,36,97,02,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
8000580160,AMAGANSETT FREE LIBRARY,MAIN STREET P.O. BOX 726,AMAGANSETT,11930,0726,5162673810,1099,1,0,0,0,0.88,2.63,3.51,108000,1879,0,14409,124288,84642,19377,104019,26236,18304,148559,0,34478,87,0,68,1342,10415,211,36444,264,886,4750,0,ME,NP,SO,SUFFOLK CO.,Y,0,0,0,N,N,,1025,NY0642,NY,36,97,02,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
8000580190,AMITYVILLE PUBLIC LIBRARY,CORNER OAK & JOHN STREETS,AMITYVILLE,11701,  -1,5162640567,24036,1,0,0,5.69,5.69,11.81,17.5,938084,7209,0,26385,971678,513589,99950,613539,132616,220485,966640,0,97811,4894,1545,211,3197,131818,14707,118016,998,1066,32032,1556,ME,SC,SO,SUFFOLK CO.,Y,15000,56119,3,Y,Y,PE,22407,NY0643,NY,36,97,02,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
8000580400,BABYLON PUBLIC LIBRARY,24 SOUTH CARLL AVENUE,BABYLON,11702,  -1,5166691624,11572,1,0,0,4.2,5.95,12.51,18.46,947645,3943,0,36285,987873,527423,116034,643457,104244,107462,855163,77946,78099,3236,2347,670,3312,161187,15274,170965,720,1250,63395,6657,ME,SC,SO,SUFFOLK CO.,Y,18455,77244,87,Y,Y,PE,10788,NY0644,NY,36,97,02,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
8000580590,SOUTH COUNTRY LIBRARY,22 STATION ROAD,BELLPORT,11713,2444,5162860818,25210,1,0,0,7.61,7.61,17.33,24.94,1267659,7229,0,87473,1362361,668168,115988,784156,305837,233774,1323767,3821,77742,3240,6050,445,3516,219532,30484,282289,2944,3950,87430,3100,ME,NP,SO,SUFFOLK CO.,Y,25252,48500,80,Y,Y,PE,23501,NY0645,NY,36,97,02,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
8000580730,BAYPORT-BLUE POINT PUBLIC LIBRARY,203 BLUE POINT AVENUE,BLUE POINT,11715,1217,5163636133,12124,1,0,0,3.5,4.38,12.69,17.07,734402,3504,0,52629,790535,408859,59818,468677,174051,126250,768978,0,91205,3419,2277,246,3224,116102,9244,142479,613,2193,37012,2335,ME,SC,SO,SUFFOLK CO.,Y,6000,3000,105,Y,Y,PE,11302,NY0646,NY,36,97,02,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
8000580735,CONNETQUOT PUBLIC LIBRARY,760 OCEAN AVENUE,BOHEMIA,11716,  -1,5165675079,40189,1,0,0,15.31,15.31,38.5,53.81,2672829,11525,0,162095,2846449,1456607,266843,1723450,541832,430699,2695981,63112,167772,27608,8908,589,3276,220740,41132,482255,228,1584,163425,11421,ME,SC,SO,SUFFOLK CO.,Y,89631,8696,266,Y,Y,PE,37465,NY0647,NY,36,97,02,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
8000580800,BRENTWOOD PUBLIC LIBRARY,SECOND AVENUE & FOURTH STREET,BRENTWOOD,11717,4676,5162737883,68782,1,0,0,17.06,17.06,49.88,66.94,3051481,20075,33649,247684,3352889,1719819,362875,2082694,486444,533237,3102375,288845,237863,10365,11470,756,3684,314890,98310,407276,5720,2921,133713,12483,ME,SC,SO,SUFFOLK CO.,Y,11567,3000,15,Y,Y,PE,64120,NY0648,NY,36,97,02,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
8000580840,HAMPTON LIBRARY,2478 MAIN STREET,BRIDGEHAMPTON,11932,  -1,5165370015,2224,1,0,0,0.79,0.79,3.15,3.94,161500,1879,0,133556,296935,118950,19968,138918,33285,42520,214723,84714,36080,693,1894,56,1769,17649,2398,23812,52,600,3894,881,ME,NP,SO,SUFFOLK CO.,Y,0,0,1,N,N,,2073,NY0649,NY,36,97,02,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
8000580855,BAY SHORE-BRIGHTWATERS PUBLIC LIBRARY,ONE SOUTH COUNTRY ROAD,BRIGHTWATERS,11718,1517,5166654350,29247,1,0,0,7.44,7.44,21.44,28.88,1664473,9427,0,129239,1803139,863407,193278,1056685,226645,457138,1740468,17160,163427,10200,3361,235,3056,95699,69284,206948,839,3048,71354,6439,ME,SC,SO,SUFFOLK CO.,Y,22418,11228,121,Y,Y,PE,27265,NY0650,NY,36,97,02,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
8000580910,BROOKHAVEN FREE LIBRARY,273 BEAVER DAM ROAD,BROOKHAVEN,11719,9607,5162861923,25210,1,0,0,0.88,3.24,2.89,6.13,297500,7229,0,53129,357858,165741,22658,188399,42209,113406,344014,4169,28420,1144,1980,148,2420,23400,1820,93390,178,542,44919,7320,ME,NP,SO,SUFFOLK CO.,Y,1693,500,69,Y,Y,PE,23501,NY0651,NY,36,97,02,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
8000580995,BAITING HOLLOW FREE LIBRARY,4 WARNER DRIVE,CALVERTON,11933,9652,5167278765,493,1,0,0,0,0.26,0.09,0.35,7750,1388,0,142,9280,,,,1218,,7414,0,4990,0,0,0,468,572,52,1430,5,15,244,17,ME,NP,SO,SUFFOLK CO.,Y,0,0,0,N,N,,460,NY0652,NY,36,97,02,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
8000581180,CENTER MORICHES FREE PUBLIC LIBRARY,235 MAIN STREET,CENTER MORICHES,11934,2405,5168780940,5794,1,0,0,4.38,4.38,9.89,14.27,775497,1879,0,55362,832738,423322,77430,500752,160893,118274,779919,10390,68562,3811,3505,60,2915,145145,28950,177456,1986,1202,67773,9747,ME,SC,SO,SUFFOLK CO.,Y,4000,7000,55,Y,Y,PE,5401,NY0653,NY,36,97,02,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
8000581185,MIDDLE COUNTRY PUBLIC LIBRARY,101 EASTWOOD BOULEVARD,CENTEREACH,11720,2745,5165859393,55182,1,1,0,29.84,29.84,73.68,103.52,6263300,33948,71017,274101,6642366,3572264,721875,4294139,903213,1197061,6394413,209430,368045,13470,45864,1977,6760,472181,209251,1118072,2279,2511,367426,43659,ME,SC,MO,SUFFOLK CO.,Y,133532,198795,786,Y,Y,ST,51442,NY0654,NY,36,97,02,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
8000581190,CENTRAL ISLIP PUBLIC LIBRARY,33 HAWTHORNE AVENUE,CENTRAL ISLIP,11722,2498,5162349333,29728,1,0,0,7.61,8.93,18.99,27.92,1308365,9297,0,80520,1398182,649015,177125,826140,146596,295435,1268171,32002,115522,5653,2828,320,3267,219902,56768,200441,865,1347,61960,5307,ME,SC,SO,SUFFOLK CO.,Y,15000,20225,35,Y,Y,PI,27713,NY0655,NY,36,97,02,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
8000581490,COLD SPRING HARBOR LIBRARY,75 GOOSE HILL ROAD,COLD SPRING HARBO,11724,1315,5166926820,8016,1,0,0,4.38,4.38,3.85,8.23,480000,2603,0,30944,513547,272066,56483,328549,82322,123990,534861,30321,49567,3400,2270,140,3536,114800,16505,142930,415,9882,38852,3550,ME,NP,SO,SUFFOLK CO.,Y,18000,1200,100,Y,Y,PE,7473,NY0656,NY,36,97,02,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
8000581525,COMMACK PUBLIC LIBRARY,18 HAUPPAUGE ROAD,COMMACK,11725,  -1,5164990888,15782,1,0,0,4.81,5.69,21.44,27.13,1922801,5680,0,93406,2021887,1025604,185058,1210662,380995,390001,1981658,25328,150282,15797,7022,1687,3528,106374,139577,315546,3220,3687,97989,11462,ME,SD,SO,SUFFOLK CO.,Y,51002,65027,222,Y,Y,PE,14712,NY0657,NY,36,97,02,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
8000581550,COPIAGUE MEMORIAL PUBLIC LIBRARY,50 DEAUVILLE BOULEVARD,COPIAGUE,11726,4100,5166911111,25959,1,0,0,5.25,5.25,24.94,30.19,1667103,7443,0,33029,1707575,825063,167275,992338,305558,338105,1636001,15456,119934,5453,10720,4,3704,221471,23067,375615,1703,1447,126030,6124,ME,SC,SO,SUFFOLK CO.,Y,29000,14000,57,Y,Y,PE,24200,NY0658,NY,36,97,02,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
8000581680,CUTCHOGUE FREE LIBRARY,27550 MAIN ROAD,CUTCHOGUE,11935,  -1,5167346360,3230,1,0,0,2.63,2.63,6.56,9.19,537755,1879,0,21751,561385,293610,89910,383520,48852,82091,514463,43791,33959,4079,4282,96,2860,105904,3160,138992,479,1859,47875,5128,ME,NP,SO,SUFFOLK CO.,Y,4998,22354,35,Y,Y,PE,3011,NY0659,NY,36,97,02,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
8000581710,DEER PARK PUBLIC LIBRARY,44 LAKE AVENUE,DEER PARK,11729,6047,5165863000,26137,1,0,0,7.53,7.53,14.61,22.14,1181476,17696,0,51880,1251052,584296,93863,678159,158099,295427,1131685,8035,113714,1855,2213,920,3318,102232,36424,189219,269,534,54733,4887,ME,SC,SO,SUFFOLK CO.,Y,32500,9970,56,Y,Y,PI,24366,NY0660,NY,36,97,02,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
8000581790,HALF HOLLOW HILLS COMMUNITY LIBRARY,55 VANDERBILT PARKWAY,DIX HILLS,11746,5897,5164214530,41745,1,1,0,18.99,18.99,50.93,69.92,3807431,11970,0,173016,3992417,2362581,496857,2859438,497563,447594,3804595,35869,309076,14340,8131,761,6596,351644,69498,589701,3415,3602,130126,22564,ME,SC,MO,SUFFOLK CO.,Y,71841,118871,234,Y,Y,PE,38916,NY0661,NY,36,97,02,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
8000581900,EAST HAMPTON LIBRARY,159 MAIN STREET,EAST HAMPTON,11937,  -1,5163240222,6228,1,0,0,2.19,3.06,6.48,9.54,350291,1969,0,178066,530326,264929,75932,340861,79123,85887,505871,6584,55039,2797,2038,101,2496,101603,7276,151561,635,1025,48690,944,ME,NP,SO,SUFFOLK CO.,Y,10165,1000,97,Y,Y,PE,5806,NY0662,NY,36,97,02,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
8000581920,EAST ISLIP PUBLIC LIBRARY,381 EAST MAIN STREET,EAST ISLIP,11730,2896,5165819200,25596,1,0,0,8.4,8.4,21.61,30.01,1641203,7371,0,69568,1718142,969603,165404,1135007,260372,212834,1608213,57027,133263,6748,3073,741,3328,82028,27154,204278,3635,2610,56338,3645,ME,SC,SO,SUFFOLK CO.,Y,20000,50000,15,Y,Y,PE,23861,NY0663,NY,36,97,02,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
8000582240,FISHERS ISLAND LIBRARY ASSOCIATION,ORIENTAL AVENUE,FISHERS ISLAND,06390,  -1,5167887362,360,1,0,0,0,0.35,0.09,0.44,13500,1388,0,37475,52363,,,,5543,,41254,2670,21732,57,125,15,1040,5125,10,7801,0,7,3363,180,ME,NP,SO,SUFFOLK CO.,Y,0,0,0,N,N,,336,NY0664,NY,36,97,02,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
8000582645,HARBORFIELDS PUBLIC LIBRARY,31 BROADWAY,GREENLAWN,11740,1382,5167574200,18057,1,0,0,10.15,10.15,21.88,32.03,1852439,6659,0,108321,1967419,1019906,187085,1206991,383115,354210,1944316,31180,104682,7397,2457,475,3652,242999,43327,270973,3598,4506,96181,14275,ME,SC,SO,SUFFOLK CO.,Y,22400,45653,28,Y,Y,ST,16833,NY0665,NY,36,97,02,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
8000582650,FLOYD MEMORIAL LIBRARY,539 FIRST STREET,GREENPORT,11944,  -1,5164770660,5218,1,0,0,0.88,1.75,4.2,5.95,213362,1879,0,61719,276960,141348,23017,164365,31446,37744,233555,35812,27952,1555,2008,80,2808,101063,6101,77762,482,979,16787,2132,ME,NP,SO,SUFFOLK CO.,Y,3200,6300,25,Y,Y,PI,4864,NY0666,NY,36,97,02,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
8000582760,HAMPTON BAYS PUBLIC LIBRARY,PONQUOGUE AVENUE,HAMPTON BAYS,11946,0207,5167286241,9319,1,0,0,1.75,1.75,7,8.75,492771,2672,0,84889,580332,243407,56560,299967,97425,62971,460363,44492,34013,989,1847,695,2608,112000,15875,103816,218,1532,27683,19125,ME,NP,SO,SUFFOLK CO.,Y,23500,16590,13,Y,Y,ST,8687,NY0667,NY,36,97,02,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
8000582980,SACHEM PUBLIC LIBRARY,150 HOLBROOK ROAD,HOLBROOK,11741,1399,5165885024,77544,1,0,0,19.25,19.25,45.94,65.19,3396489,22236,0,126039,3544764,1979132,422561,2401693,416136,692544,3510373,209178,314630,21575,12331,1700,3432,315388,241609,1118537,5297,3970,251929,12446,ME,SC,SO,SUFFOLK CO.,Y,25551,170000,44,Y,Y,PE,72289,NY0668,NY,36,97,02,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
8000583110,HUNTINGTON PUBLIC LIBRARY,338 MAIN STREET,HUNTINGTON,11743,6999,5164275165,32514,1,1,0,13.13,13.13,36.75,49.88,2691336,10738,0,97282,2799356,1515422,410974,1926396,355811,419266,2701473,2877,192936,7566,5411,801,6400,221126,74720,366780,2028,1443,82747,5814,ME,SC,MO,SUFFOLK CO.,Y,70000,15000,82,Y,Y,PI,30310,NY0669,NY,36,97,02,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
