LIBID,LIBNAME,ADDRESS,CITY,ZIP1,ZIP2,PHONE,POPU,CENTLIB,BRANLIB,BKMOB,MASTER,LIBRARIAN,OTHPAID,TOTPEMP,LOCGVT,STGVT,FEDGVT,OTHINCM,TOTINCM,SALARIES,BENEFIT,TOTEXP,TOTEXPCOL,OTHOPEXP,TOTOPEXP1,CAPITAL,BKVOL,AUDIO,VIDEO,SUBSCRIPT,DUPLI,ATTEND,REFERENCE,TOTCIR,LOANTO,LOANFM,KIDCIRCL,KIDATTEND,C_RELATN,C_LEGBASE,C_ADMIN,CNTY,C_FSCS,ELMATEXP,ELACCEXP,ELMATS,ELSVCACC,INETACC,INETUSE,POPU_UNDUP,FSCSKEY,STABR,PUB_FIPS,YR,OBEREG,RSTATUS,IMP1,IMP2,IMP3,IMP4,IMP5,IMP6,IMP7,IMP8,IMP9,IMP10,IMP11,IMP12,IMP13,IMP14,IMP15,IMP16,IMP17,IMP18,IMP19,IMP20,IMP21,IMP22,IMP23,FILLER,IMP25,IMP26,IMP27,IMP28,IMP29,IMP30,IMP31
512670693,HANOVER PUBLIC LIBRARY,2 LIBRARY PLACE,HANOVER,17331,2283,7176325183,26057,1,0,0,2.46,2.62,6.74,9.36,212075,78530,0,115850,406455,197134,76235,273369,61933,76294,411596,0,46620,1291,1281,140,2685,90000,9412,271069,606,676,129876,4281,ME,OT,SO,YORK,Y,2700,15825,6,Y,Y,ST,25494,PA0181,PA,42,96,02,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0
512671173,NEW FREEDOM LIBRARY,"6 SOUTH FRONT ST, BOX 98",NEW FREEDOM,17349,0098,7172354313,6186,1,0,0,0,1,0.25,1.25,22936,14170,0,18024,55130,,,,19007,,59089,0,14061,453,54,15,1926,28612,5408,32142,164,250,19657,1984,ME,OT,SO,YORK,Y,0,0,0,N,N,,6052,PA0182,PA,42,96,02,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 7, 0, 0, 0, 0, 0, 0
512671473,KALTREIDER MEMORIAL LIBRARY,SOUTH CHARLES ST & WEST BROADWAY,RED LION,17356,2009,7172442032,21226,1,0,0,1,1,3,4,50040,22361,0,38006,110407,78662,10972,89634,17268,17751,124653,0,26769,1184,34,43,1808,38740,4420,92148,274,642,51015,2203,ME,OT,SO,YORK,Y,0,744,1,Y,N,,20768,PA0183,PA,42,96,02,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0
512671565,SHREWSBURY BORO PUBLIC LIBRARY,44 SOUTH MAIN ST,SHREWSBURY,17361,1533,7172355806,2672,1,0,0,0,0.74,0,0.74,9765,6354,0,15253,31372,,,,11118,,28498,0,10978,76,0,34,1873,11336,2002,36561,98,192,15135,550,NO,OT,SO,YORK,Y,0,232,0,Y,N,,2614,PA0184,PA,42,96,02,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0
512671623,GLATFELTER MEMORIAL LIBRARY,101 GLENVIEW RD,SPRING GROVE,17362,  -1,7172253220,11890,1,0,0,0,0.44,0.86,1.3,15625,14633,0,30582,60840,,,,9853,,61281,0,12448,42,90,29,1670,22828,2793,37624,87,103,21637,1205,ME,OT,SO,YORK,Y,0,1567,1,Y,N,,11633,PA0185,PA,42,96,02,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0
512671713,MASON DIXON PUBLIC LIBRARY,2 NORTH MAIN ST,STEWARTSTOWN,17363,0458,7179932404,6414,1,0,0,0,0.9,0.3,1.2,15326,12827,0,19835,47988,,,,14626,,56531,0,14880,103,54,84,1839,6500,3908,24842,155,301,12058,237,ME,OT,SO,YORK,Y,0,325,1,Y,N,,6276,PA0186,PA,42,96,02,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 5, 0, 0, 0, 0,10
512672043,MARTIN MEMORIAL LIBRARY,159 EAST MARKET ST,YORK,17401,1269,7178465300,115642,1,0,0,7.4,13.9,17.4,31.3,343588,375798,1434,482343,1203163,708228,135770,843998,114317,321322,1279637,0,92841,2709,1877,195,3222,366654,24425,366598,8618,2375,148975,10391,ME,OT,SO,YORK,Y,850,20941,0,Y,Y,ST,113146,PA0187,PA,42,96,02,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 7, 0, 0, 0, 0, 0,10
512672072,YORK COUNTY LIBRARY SYSTEM,"118 PLEASANT ACRES RD, 2ND FL",YORK,17402,  -1,7178407435,131760,1,6,0,5.88,5.88,12.58,18.46,497044,112623,20074,163005,792746,404828,79698,484526,76332,189973,750831,0,83241,1796,2590,144,9206,61059,13938,224541,897,1249,111886,8500,HQ,OT,MO,YORK,Y,0,30950,0,Y,Y,ST,128916,PA0188,PA,42,96,02,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0
513360183,MOORE MEMORIAL LIBRARY,326 N BRIDGE ST,CHRISTIANA,17509,1202,6105936683,3757,1,0,0,0,0,0.6,0.6,2595,5845,0,6245,14685,,,,3843,,14586,0,6927,234,40,21,1784,8802,2359,13099,111,302,8105,2031,ME,OT,SO,LANCASTER,Y,0,0,0,N,N,,3676,PA0189,PA,42,96,02,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 2, 5, 0, 0, 0, 0, 0
513360723,ELIZABETHTOWN PUBLIC LIBRARY,399 N HANOVER ST,ELIZABETHTOWN,17022,1699,7173677467,21784,1,0,0,1,1,1.8,2.8,25615,20620,0,54440,100675,49306,16960,66266,18837,19229,104332,0,32251,325,540,69,2400,54778,0,111683,447,1003,46906,2944,ME,OT,SO,LANCASTER,Y,0,0,0,N,N,,21314,PA0190,PA,42,96,02,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0
513360753,EPHRATA PUBLIC LIBRARY,550 SOUTH READING RD,EPHRATA,17522,1834,7177389291,28168,1,0,0,2,2,8,10,75098,43593,0,65427,184118,118082,16073,134155,23411,18520,176086,2056311,38916,1215,489,50,2918,108936,4364,212199,608,1249,106564,853,ME,OT,SO,LANCASTER,Y,0,0,0,N,N,,27560,PA0191,PA,42,96,02,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0
513360842,LANCASTER COUNTY LIBRARY,125 NORTH DUKE ST,LANCASTER,17602,2883,7173969313,279651,1,7,1,11,27.5,19.67,47.17,1161598,582917,931,383597,2129043,1008711,220817,1229528,254578,507649,1991755,1250,288879,5403,3611,620,15488,630038,494731,936309,10590,9578,450075,22738,ME,OT,MO,LANCASTER,Y,5245,16611,0,Y,Y,ST,273614,PA0192,PA,42,96,02,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 1, 5, 0, 0, 0, 0, 8
513360933,LITITZ PUBLIC LIBRARY,302 S BROAD ST,LITITZ,17543,2319,7176262255,23573,1,0,0,0.88,0.88,0.88,1.76,25719,14042,0,43556,83317,,,,14810,,92403,0,17125,170,3,18,1972,65728,4210,83064,342,1731,54425,7994,ME,OT,SO,LANCASTER,Y,0,0,0,N,N,,23064,PA0193,PA,42,96,02,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0
513361203,MOUNT JOY LIBRARY,22 EAST MAIN ST,MOUNT JOY,17552,1426,7176531510,18100,1,0,0,0,0.8,0.43,1.23,4075,11466,0,25954,41495,,,,11129,,35094,0,10754,315,0,41,1500,92072,17427,29768,133,379,14186,1395,ME,OT,SO,LANCASTER,Y,0,0,0,N,N,,17709,PA0194,PA,42,96,02,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 7, 5, 0, 0, 0, 0, 0
513361263,NEW HOLLAND COMMUNITY LIBRARY,"BOROUGH BLDG, 12 N RAILROAD AVE",NEW HOLLAND,17557,1398,7173540525,15490,1,0,0,0,0.65,1.12,1.77,7615,15311,0,29479,52405,,,,9376,,44333,0,18712,0,110,30,1642,13957,727,56692,315,611,31527,1163,ME,OT,SO,LANCASTER,Y,0,0,0,N,N,,15156,PA0195,PA,42,96,02,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0
513380034,ANNVILLE FREE LIBRARY,216 E MAIN ST,ANNVILLE,17003,1599,7178671802,12065,1,0,0,0.62,1.64,1.27,2.91,31810,20043,0,51920,103773,46479,4284,50763,16202,18017,84982,0,23983,323,307,86,2571,49494,1039,78382,1342,1590,50381,4205,ME,OT,SO,LEBANON,Y,0,301,0,Y,N,,11805,PA0196,PA,42,96,02,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 7, 0, 0, 0, 0, 0, 0
513380335,LEBANON COUNTY LIBRARY SYSTEM,"BOROUGH BLDG, 325 S RAILROAD ST",PALMYRA,17078,2449,7178323288,113734,1,0,0,1,1,0,1,54200,0,0,43326,97526,,,,114,,42880,0,73198,0,0,0,1040,0,0,0,0,0,0,0,HQ,OT,SO,LEBANON,Y,0,23719,0,Y,Y,ST,111279,PA0197,PA,42,96,02,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0
513380393,MYERSTOWN COMMUNITY LIBRARY,"199 NORTH COLLEGE ST, P O BOX 246",MYERSTOWN,17067,0246,7178662800,12765,1,0,0,1,1,0.5,1.5,23182,22998,0,25827,72007,,,,14907,,85276,0,20892,113,267,76,1930,52365,7660,60011,1406,859,25024,1982,ME,OT,SO,LEBANON,Y,0,0,0,N,N,,12489,PA0198,PA,42,96,02,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 7, 5, 0, 0, 0, 0,10
513380543,PALMYRA PUBLIC LIBRARY,"BOROUGH BLDG, 325 SOUTH RAILROAD ST",PALMYRA,17078,2449,7178381347,18651,1,0,0,0,2,6,8,47644,25644,0,31355,104643,66452,15798,82250,12804,9786,104840,0,30424,333,500,70,2496,130000,10000,100476,951,3322,43677,5000,ME,OT,SO,LEBANON,Y,0,0,0,N,N,,18248,PA0199,PA,42,96,02,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0
513380573,RICHLAND COMMUNITY LIBRARY,"BOX 89, MAIN ST",RICHLAND,17087,0089,7178664939,4144,1,0,0,0,0.73,0.26,0.99,7380,10124,0,18826,36330,,,,6676,,30095,0,14281,386,93,40,1456,6500,1570,20702,1008,527,11137,1000,ME,OT,SO,LEBANON,Y,0,0,0,N,N,,4055,PA0200,PA,42,96,02,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0
514060245,BETHEL TULPEHOCKEN FR PUB LIB,P O BOX 316,BETHEL,19507,0316,7179334060,6519,1,0,0,0,0.62,0.13,0.75,12107,10295,2700,6001,31103,,,,11495,,33054,0,7219,323,357,60,1820,19860,97,25067,79,176,16263,1276,ME,OT,SO,BERKS,Y,0,466,2,Y,N,,6378,PA0201,PA,42,96,02,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0
514060273,BIRDSBORO COMMUNITY LIBRARY,105 S FURNACE ST,BIRDSBORO,19508,2340,6105825666,7662,1,0,0,0,0.64,0.5,1.14,14114,9763,0,5130,29007,,,,6474,,33013,0,8629,135,117,33,1534,31972,450,20238,72,636,10981,755,ME,OT,SO,BERKS,Y,0,420,2,Y,N,,7497,PA0202,PA,42,96,02,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 7, 0, 0, 0, 0, 0, 0
514060365,MORGANTOWN VILLAGE LIBRARY,WALNUT ST,MORGANTOWN,19543,9999,6102861022,7975,1,0,0,0.62,1.12,0,1.12,21211,16315,0,23898,61424,,,,13009,,59643,0,12397,448,442,43,2002,33278,667,44847,130,479,20790,796,ME,OT,SO,BERKS,Y,0,2664,4,Y,N,,7803,PA0203,PA,42,96,02,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 7, 0, 0, 0, 0, 0, 0
514060693,HAMBURG PUBLIC LIBRARY,35 NORTH 3RD ST,HAMBURG,19526,1502,6105622843,13973,1,0,0,0.9,1.68,0.25,1.93,37402,15058,1800,75513,129773,,,,16496,,65730,0,17713,299,156,82,1976,57321,416,31434,205,291,14598,924,ME,OT,SO,BERKS,Y,249,1079,3,Y,N,,13671,PA0204,PA,42,96,02,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 7, 0, 0, 0, 0, 0, 0
514061442,READING PUBLIC LIBRARY,100 SOUTH 5TH ST,READING,19602,1602,6106556365,188775,1,3,1,12.44,18.59,16.66,35.25,1595785,451345,6806,212826,2266762,1079431,290944,1370375,264641,731003,2366019,8857,310570,2777,3268,983,13282,21816,36041,445516,3223,3169,169508,10410,ME,OT,MO,BERKS,Y,17848,245210,53,Y,Y,ST,184700,PA0205,PA,42,96,02,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 2, 0, 0, 0, 0, 0, 0
514061533,ROBESONIA COMMUNITY LIBRARY,SOUTH CHURCH ST,ROBESONIA,19551,1401,6106933264,4745,1,0,0,0,0.38,0.5,0.88,13301,6973,0,8079,28353,,,,8010,,25623,0,8816,178,136,41,1400,17202,321,21395,97,185,10074,650,ME,OT,SO,BERKS,Y,0,90,3,Y,N,,4643,PA0207,PA,42,96,02,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 7, 0, 0, 0, 0, 0, 0
514061683,SINKING SPRING PUBLIC LIBRARY,506 PENN AVE,SINKING SPRING,19608,1112,6106784311,2467,1,0,0,0,0.65,0.75,1.4,41808,10446,0,3006,55260,,,,12963,,61166,0,7309,233,451,41,2132,10136,710,22949,97,452,12512,1752,ME,OT,SO,BERKS,Y,0,0,0,N,N,,2414,PA0208,PA,42,96,02,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 7, 0, 0, 0, 0, 0, 0
514061833,MUHLENBURG COMMUNITY LIBRARY,3601 KUTZTOWN RD,LAURELDALE,19605,1842,6109290589,21312,1,0,0,0,1,1.7,2.7,37652,20986,0,33498,92136,49217,6616,55833,22624,12006,90463,0,22790,440,197,66,1820,28371,1686,34498,210,335,17392,2712,ME,OT,SO,BERKS,Y,0,0,0,N,N,,20852,PA0209,PA,42,96,02,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0
514062073,WERNERSVILLE PUBLIC LIBRARY,208 W PENN AVE,WERNERSVILLE,19565,1412,6106788771,8525,1,0,0,0,0.65,0.74,1.39,22176,10929,2880,4679,40664,,,,6994,,34369,0,8681,217,279,24,1352,12957,724,19563,123,189,10317,929,ME,OT,SO,BERKS,Y,0,3417,3,Y,N,,8341,PA0210,PA,42,96,02,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 2, 0, 0, 0, 0, 0, 0
514062103,WEST LAWN-WYOMISSING HILLS LIB,101 WOODSIDE AVE,WEST LAWN,19609,1638,6106784888,4075,1,0,0,0,0.55,0.38,0.93,7514,5730,0,9824,23068,,,,5430,,22812,0,6925,270,220,10,1144,14773,1188,30910,77,457,8765,634,ME,OT,SO,BERKS,Y,0,0,0,N,N,,3987,PA0211,PA,42,96,02,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 7, 0, 0, 0, 0, 0, 0
514062223,WYOMISSING PUBLIC LIBRARY,9 READING BLVD,WYOMISSING,19610,2084,6103742385,7332,1,0,0,0.9,4.5,0.23,4.73,145000,11550,0,55742,212292,137212,23116,160328,24841,25149,210318,0,21299,354,127,74,3000,33166,507,63378,0,80,20537,1467,NO,OT,SO,BERKS,Y,0,0,0,N,N,,7174,PA0213,PA,42,96,02,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 7, 0, 0, 0, 0, 0, 0
515210033,WEST SHORE PUBLIC LIBRARY,30 NORTH 31ST ST,CAMP HILL,17011,2998,7177613900,66863,1,1,0,4.69,5.16,8.6,13.76,261308,108177,0,189219,558704,312993,47850,360843,78778,121811,561432,0,68178,1727,872,158,5668,352743,29786,418570,706,1977,173902,8337,ME,OT,MO,CUMBERLAND,Y,6360,10932,6,Y,Y,ST,65420,PA0214,PA,42,96,02,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0
515210063,BOSLER FREE LIBRARY,158 WEST HIGH ST,CARLISLE,17013,2988,7172434642,45101,1,0,0,2.74,5.44,7.44,12.88,368331,78398,984,212791,660504,260788,41361,302149,82067,142404,526620,127965,62073,2216,1173,153,2040,161609,11617,345497,628,2159,126875,4427,ME,OT,SO,CUMBERLAND,Y,2932,6741,3,Y,Y,ST,44127,PA0215,PA,42,96,02,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 1, 0, 0, 0, 0, 0, 0
515210363,MECHANICSBURG AREA PUB LIBRARY,51 W SIMPSON ST,MECHANICSBURG,17055,6398,7177660171,38203,1,0,0,1.88,1.88,8.27,10.15,168955,79003,0,66108,314066,157770,17752,175522,48679,59884,284085,301766,50970,2339,657,96,2900,32166,5875,273370,375,1033,140542,7089,ME,OT,SO,CUMBERLAND,Y,0,4623,0,Y,N,,37378,PA0216,PA,42,96,02,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 1, 0, 0, 0, 0, 0, 0
515210453,AMELIA S GIVIN LIBRARY,114 NORTH BALTIMORE AVE,MOUNT HOLLY SPRIN,17065,1201,7174863688,9030,1,0,0,0.94,0.94,2.34,3.28,57076,24685,0,34671,116432,51032,6864,57896,30496,28361,116753,3436,21313,816,922,69,2600,22700,1650,71937,179,79,39723,3026,ME,OT,SO,CUMBERLAND,Y,0,758,5,Y,N,,8835,PA0217,PA,42,96,02,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0
515210483,NEW CUMBERLAND PUBLIC LIBRARY,1 BENJAMIN PLAZA,NEW CUMBERLAND,17070,1597,7177747820,7665,1,0,0,0.88,1.75,5.44,7.19,122534,82685,0,117667,322886,133224,33979,167203,35878,61620,264701,0,46965,3966,1728,130,2400,109148,14196,198652,437,675,81384,6642,ME,OT,SO,CUMBERLAND,Y,0,8292,3,Y,N,,7500,PA0218,PA,42,96,02,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0
515210543,JOHN GRAHAM PUBLIC LIBRARY,9 PARSONAGE ST,NEWVILLE,17241,1399,7177765900,10306,1,0,0,0,1,2.02,3.02,46879,16816,0,20967,84662,45317,4425,49742,22339,11070,83151,16625,21729,201,180,85,2652,19702,1898,45864,134,193,24189,1967,ME,OT,SO,CUMBERLAND,Y,0,397,4,Y,N,,10084,PA0219,PA,42,96,02,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 1, 0, 0, 0, 0, 0, 0
515210663,SHIPPENSBURG PUBLIC LIBRARY,73 WEST KING ST,SHIPPENSBURG,17257,1299,7175324508,24796,1,0,0,0,2.38,4.29,6.67,105186,29609,0,75740,210535,103438,11095,114533,32661,47216,194410,0,43954,1444,1001,103,2950,62660,7306,116958,319,274,60347,2337,ME,OT,SO,CUMBERLAND,Y,0,7797,6,Y,N,,24261,PA0220,PA,42,96,02,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0
515220125,HERSHEY PUBLIC LIBRARY,30 EAST GRANADA AVE,HERSHEY,17033,1476,7175336555,18408,1,0,0,5,5,14,19,353138,75075,0,72669,500882,229436,51226,280662,84447,89347,454456,6465,65263,4130,3083,205,3300,100880,4966,343548,549,1561,158020,3901,NO,OT,SO,DAUPHIN,Y,15638,19981,2,Y,Y,ST,18011,PA0221,PA,42,96,02,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0,10
515220302,DAUPHIN COUNTY LIBRARY SYSTEM,101 WALNUT ST,HARRISBURG,17101,1696,7172344961,210151,1,9,0,16.88,17.81,70.68,88.49,1600167,644928,0,481859,2726954,1300506,333528,1634034,329453,640450,2603937,43427,233299,29364,13455,599,20372,767806,56126,983813,6788,13700,354593,31075,NO,OT,MO,DAUPHIN,Y,12004,119378,6,Y,Y,ST,205614,PA0222,PA,42,96,02,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0
515220633,MIDDLETOWN PUBLIC LIBRARY,20 NORTH CATHERINE ST,MIDDLETOWN,17057,1498,7179446412,9254,1,0,0,0.5,1.5,2.2,3.7,100317,20711,0,32737,153765,70703,15948,86651,26517,31731,144899,0,26890,500,273,66,2668,34055,1887,66631,99,227,26823,675,NO,OT,SO,DAUPHIN,Y,0,11070,0,Y,N,,9054,PA0223,PA,42,96,02,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0
515500423,MARYSVILLE RYE LIB ASSOCIATION,198 OVERCREST ROAD,MARYSVILLE,17053,1157,7179572851,13831,1,0,0,0,0.5,0.46,0.96,3683,7509,5000,24229,40421,,,,9264,,34258,0,13037,24,39,33,1377,56738,439,9987,2,104,5986,1604,ME,OT,SO,PERRY,Y,0,0,0,N,N,,13532,PA0224,PA,42,96,02,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 7, 0, 0, 0, 0, 0, 0
516190123,BERWICK PUBLIC LIBRARY,205 CHESTNUT ST,BERWICK,18603,3817,7177522241,13986,1,0,0,1,1,4,5,15510,17633,0,82171,115314,63249,7994,71243,15935,20407,107585,10995,30310,391,126,60,2124,56000,9000,54630,0,115,20763,3200,NO,OT,SO,COLUMBIA,Y,0,0,0,N,N,,13684,PA0225,PA,42,96,02,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0
516190153,BLOOMSBURG PUBLIC LIBRARY,225 MARKET ST,BLOOMSBURG,17815,1726,7177840883,18408,1,0,0,0,0.88,4.11,4.99,12304,23076,0,129762,165142,93753,18210,111963,24489,27192,163644,16545,29294,362,393,74,2942,93639,17723,109383,4,99,52307,2400,NO,OT,SO,COLUMBIA,Y,0,3718,3,Y,Y,ST,18011,PA0226,PA,42,96,02,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 7, 5, 0, 0, 0, 0, 0
516190485,COLUMBIA CNTY TRAVELING LIB,225 MARKET ST,BLOOMSBURG,17815,1726,7177840883,29704,1,0,0,0,1,0.9,1.9,32606,12711,0,3592,48909,,,,11661,,46169,0,16739,70,0,4,1973,147949,25499,29081,0,11,15673,65,NO,OT,SO,COLUMBIA,Y,0,0,0,N,N,,29063,PA0227,PA,42,96,02,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 7, 5, 0, 0, 0, 0, 0
516470093,THOMAS BEAVER FREE LIBRARY,25 EAST MARKET ST,DANVILLE,17821,1939,7172754180,20823,1,0,0,0,0.88,2.32,3.2,20645,17989,0,64158,102792,62218,6118,68336,19180,28490,116006,0,29500,914,1064,142,1908,113661,30613,81260,0,224,29069,917,NO,OT,SO,MONTOUR,Y,0,0,0,N,N,,20373,PA0228,PA,42,96,02,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 7, 5, 0, 0, 0, 0, 0
516490423,MONTGOMERY HSE/WARRIOR RUN LIB,"20 CHURCH ST, BOX 5",MCEWENSVILLE,17749,0005,7175381381,10271,1,0,0,0,0.88,0.44,1.32,5000,11150,0,23002,39152,,,,7080,,37860,0,26778,486,32,85,1924,9983,1537,24167,0,409,9485,708,NO,OT,SO,NORTHUMBERLAND,Y,0,0,0,N,N,,10049,PA0229,PA,42,96,02,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0
